,Unnamed: 0,kingdom,phylum,class,order,family,genus,species,sBin,gBin,fBin,dist_SGB,sSGB,gSGB,fSGB
fBin__310|gBin__1253|sBin__1865,Rep_1865,Bacteria,Firmicutes_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium_A,unknown,1865.0,1253.0,310,0.0116171,5783,4255,1703
fBin__310|gBin__1254|sBin__1866,Rep_1866,Bacteria,Firmicutes_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium_A,Phascolarctobacterium_A sp900553055,1866.0,1254.0,310,0.00141356,5782,4254,1703
fBin__311|gBin__1255|sBin__1867,Rep_1867,Bacteria,Firmicutes_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium sp000436095,1867.0,1255.0,311,0.0338369972972973,5785,4256,1704
fBin__311|gBin__1255|sBin__1868,Rep_1868,Bacteria,Firmicutes_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium sp900554395,1868.0,1255.0,311,0.0039931,5787,4256,1704
fBin__311|gBin__1255|sBin__1869,Rep_1869,Bacteria,Firmicutes_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,unknown,1869.0,1255.0,311,0.0,5788,4256,1704
fBin__311|gBin__1255|sBin__1870,Rep_1870,Bacteria,Firmicutes_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,unknown,1870.0,1255.0,311,0.00375407,5784,4256,1704
fBin__311|gBin__1256|sBin__1871,Rep_1871,Bacteria,Firmicutes_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium sp900544795,1871.0,1256.0,311,0.0146525966666666,5789,4257,1704
fBin__311|gBin__1257|sBin__1872,Rep_1872,Bacteria,Firmicutes_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium sp900545535,1872.0,1257.0,311,0.0227787230434782,5790,4258,1704
fBin__311|gBin__1257|sBin__1873,Rep_1873,Bacteria,Firmicutes_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium faecium,1873.0,1257.0,311,0.0210712900930232,5792,4258,1704
fBin__312|gBin__1258|sBin__1874,Rep_1874,Bacteria,Firmicutes_C,Negativicutes,Selenomonadales,Massilibacillaceae,unknown,unknown,1874.0,1258.0,312,0.02690772,6961,4971,1874
fBin__312|gBin__1259|sBin__1875,Rep_1875,Bacteria,Firmicutes_C,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,1875.0,1259.0,312,0.0296471424332344,6962,4972,1875
fBin__312|gBin__1260|sBin__1876,Rep_1876,Bacteria,Firmicutes_C,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,1876.0,1260.0,312,0.0161271999999999,6964,4973,1875
fBin__312|gBin__1261|sBin__1877,Rep_1877,Bacteria,Firmicutes_C,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas sp900554895,1877.0,1261.0,312,0.0,6966,4974,1875
fBin__313|gBin__1262|sBin__1878,Rep_1878,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella_A,Veillonella_A magna,1878.0,1262.0,313,0.0,6926,4963,1871
fBin__313|gBin__1263|sBin__1879,Rep_1879,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella_A,Veillonella_A sp000431435,1879.0,1263.0,313,0.0059723884615384,6922,4960,1871
fBin__313|gBin__1263|sBin__1880,Rep_1880,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella_A,Veillonella_A seminalis,1880.0,1263.0,313,0.0114650955172413,6923,4960,1871
fBin__313|gBin__1264|sBin__1881,Rep_1881,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella_A,Veillonella_A sp900545795,1881.0,1264.0,313,0.0,6924,4961,1871
fBin__313|gBin__1265|sBin__1882,Rep_1882,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella_A,unknown,1882.0,1265.0,313,0.0,6925,4962,1871
fBin__313|gBin__1266|sBin__1883,Rep_1883,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Veillonellaceae,unknown,unknown,1883.0,1266.0,313,0.256381,unknown,unknown,1873
fBin__314|gBin__1267|sBin__1884,Rep_1884,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella sp900550455,1884.0,1267.0,314,0.0306960652631578,6927,4964,1872
fBin__314|gBin__1268|sBin__1885,Rep_1885,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Veillonellaceae,F0422,F0422 sp003999875,1885.0,1268.0,314,0.0216856133333333,6930,4965,1873
fBin__314|gBin__1268|sBin__1886,Rep_1886,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Veillonellaceae,F0422,F0422 sp001553345,1886.0,1268.0,314,0.0273617923076923,6934,4965,1873
fBin__314|gBin__1268|sBin__1887,Rep_1887,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Veillonellaceae,F0422,F0422 sp900544365,1887.0,1268.0,314,0.0,6932,4965,1873
fBin__314|gBin__1269|sBin__1888,Rep_1888,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,unknown,1888.0,1269.0,314,0.00598625,6959,4969,1873
fBin__314|gBin__1270|sBin__1889,Rep_1889,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella atypica,1889.0,1270.0,314,0.0365432111999999,6936,4966,1873
fBin__314|gBin__1270|sBin__1890,Rep_1890,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella tobetsuensis,1890.0,1270.0,314,0.031835294117647,6935,4966,1873
fBin__314|gBin__1271|sBin__1891,Rep_1891,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella parvula,1891.0,1271.0,314,0.0504203636144578,unknown,4968,1873
fBin__314|gBin__1271|sBin__1892,Rep_1892,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella parvula_A,1892.0,1271.0,314,0.0323292277108433,6939,4968,1873
fBin__314|gBin__1271|sBin__1893,Rep_1893,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella rogosae,1893.0,1271.0,314,0.0321562573170731,6956,4968,1873
fBin__314|gBin__1271|sBin__1894,Rep_1894,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella sp900552445,1894.0,1271.0,314,0.0316588,6955,4968,1873
fBin__314|gBin__1271|sBin__1895,Rep_1895,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella infantium,1895.0,1271.0,314,0.04398914,6952,4968,1873
fBin__314|gBin__1271|sBin__1896,Rep_1896,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella sp003463825,1896.0,1271.0,314,0.0464030090909091,6945,4968,1873
fBin__314|gBin__1271|sBin__1897,Rep_1897,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella sp900550175,1897.0,1271.0,314,0.0,6954,4968,1873
fBin__315|gBin__1272|sBin__1898,Rep_1898,Bacteria,Firmicutes_C,Negativicutes,Selenomonadales,Selenomonadaceae,Anaerovibrio,Anaerovibrio sp900548165,1898.0,1272.0,315,0.042499725,6971,4979,1878
fBin__315|gBin__1272|sBin__1899,Rep_1899,Bacteria,Firmicutes_C,Negativicutes,Selenomonadales,Selenomonadaceae,Anaerovibrio,Anaerovibrio sp900548165,1899.0,1272.0,315,0.0382383423728813,6973,4979,1878
fBin__316|gBin__1273|sBin__1900,Rep_1900,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Negativicoccaceae,Negativicoccus,Negativicoccus massiliensis,1900.0,1273.0,316,0.01671035,5797,4260,1705
fBin__316|gBin__1273|sBin__1901,Rep_1901,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Negativicoccaceae,Negativicoccus,Negativicoccus succinicivorans,1901.0,1273.0,316,0.0253070499999999,5794,4260,1705
fBin__317|gBin__1274|sBin__1902,Rep_1902,Bacteria,Firmicutes_C,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas_A,unknown,1902.0,1274.0,317,0.0180919365853658,6970,4978,1877
fBin__318|gBin__1275|sBin__1903,Rep_1903,Bacteria,Firmicutes_C,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas_C,Selenomonas_C bovis,1903.0,1275.0,318,0.0108672253571428,5910,4315,1717
fBin__318|gBin__1275|sBin__1904,Rep_1904,Bacteria,Firmicutes_C,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas_C,Selenomonas_C sp002351185,1904.0,1275.0,318,0.0,5909,4315,1717
fBin__318|gBin__1276|sBin__1905,Rep_1905,Bacteria,Firmicutes_C,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella sp003458855,1905.0,1276.0,318,0.0248922499999999,5902,4311,1717
fBin__318|gBin__1277|sBin__1906,Rep_1906,Bacteria,Firmicutes_C,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella sp900552565,1906.0,1277.0,318,0.0192223,5903,4312,1717
fBin__318|gBin__1278|sBin__1907,Rep_1907,Bacteria,Firmicutes_C,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,1907.0,1278.0,318,0.026351019047619,5904,4313,1717
fBin__318|gBin__1278|sBin__1908,Rep_1908,Bacteria,Firmicutes_C,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella multacida,1908.0,1278.0,318,0.0388837321428571,5906,4313,1717
fBin__318|gBin__1279|sBin__1909,Rep_1909,Bacteria,Firmicutes_C,Negativicutes,Selenomonadales,Selenomonadaceae,Centipeda,Centipeda artemidis,1909.0,1279.0,318,0.0236556470588235,5878,4304,1717
fBin__319|gBin__1280|sBin__1910,Rep_1910,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Dialisteraceae,Allisonella,Allisonella histaminiformans,1910.0,1280.0,319,0.0331182210526315,5843,4280,1709
fBin__319|gBin__1281|sBin__1911,Rep_1911,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Dialisteraceae,Dialister_A,Dialister_A pneumosintes,1911.0,1281.0,319,0.014376935,5842,4279,1709
fBin__320|gBin__1282|sBin__1912,Rep_1912,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Dialisteraceae,Dialister,Dialister invisus,1912.0,1282.0,320,0.0328924536526181,5825,4274,1707
fBin__320|gBin__1282|sBin__1913,Rep_1913,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Dialisteraceae,Dialister,unknown,1913.0,1282.0,320,0.0612138710089399,unknown,4274,1707
fBin__320|gBin__1283|sBin__1914,Rep_1914,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Dialisteraceae,Dialister,Dialister sp900547785,1914.0,1283.0,320,0.0442639,5839,4277,1707
fBin__320|gBin__1283|sBin__1915,Rep_1915,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Dialisteraceae,Dialister,Dialister sp900541485,1915.0,1283.0,320,0.0399484366666666,5832,4277,1707
fBin__320|gBin__1284|sBin__1916,Rep_1916,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Dialisteraceae,UBA1822,unknown,1916.0,1284.0,320,0.0258580499999999,5798,4261,1706
fBin__320|gBin__1285|sBin__1917,Rep_1917,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Dialisteraceae,UBA1822,UBA1822 sp002314995,1917.0,1285.0,320,0.0261448181818181,5801,4263,1706
fBin__320|gBin__1286|sBin__1918,Rep_1918,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Dialisteraceae,UBA1822,UBA1822 sp900545365,1918.0,1286.0,320,0.0149863,5800,4262,1706
fBin__320|gBin__1287|sBin__1919,Rep_1919,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Dialisteraceae,Dialister,Dialister sp900343095,1919.0,1287.0,320,0.0254975255479452,5803,4265,1706
fBin__320|gBin__1288|sBin__1920,Rep_1920,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Dialisteraceae,Dialister,Dialister sp000434475,1920.0,1288.0,320,0.0355098355504587,5809,4266,1706
fBin__320|gBin__1288|sBin__1921,Rep_1921,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Dialisteraceae,Dialister,Dialister sp900543165,1921.0,1288.0,320,0.0141217970588235,5805,4266,1706
fBin__320|gBin__1288|sBin__1922,Rep_1922,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Dialisteraceae,Dialister,Dialister sp900543455,1922.0,1288.0,320,0.0118285975,5806,4266,1706
fBin__320|gBin__1288|sBin__1923,Rep_1923,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Dialisteraceae,Dialister,Dialister sp900543455,1923.0,1288.0,320,0.0301858,5808,4266,1706
fBin__320|gBin__1289|sBin__1924,Rep_1924,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Dialisteraceae,Dialister,Dialister sp900538805,1924.0,1289.0,320,0.0270680266666666,5817,4271,1706
fBin__320|gBin__1289|sBin__1925,Rep_1925,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Dialisteraceae,Dialister,Dialister succinatiphilus,1925.0,1289.0,320,0.0336080198412698,5818,4271,1706
fBin__320|gBin__1289|sBin__1926,Rep_1926,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Dialisteraceae,Dialister,Dialister sp002320515,1926.0,1289.0,320,0.02244814375,5820,4271,1706
fBin__320|gBin__1289|sBin__1927,Rep_1927,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Dialisteraceae,Dialister,unknown,1927.0,1289.0,320,0.0,5821,4271,1706
fBin__320|gBin__1290|sBin__1928,Rep_1928,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Dialisteraceae,Dialister,Dialister sp900541605,1928.0,1290.0,320,0.0143195342857142,5822,4272,1706
fBin__320|gBin__1290|sBin__1929,Rep_1929,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Dialisteraceae,Dialister,unknown,1929.0,1290.0,320,0.0,5823,4272,1706
fBin__320|gBin__1291|sBin__1930,Rep_1930,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Dialisteraceae,Dialister,Dialister sp900557365,1930.0,1291.0,320,0.0243291,5815,4269,1706
fBin__321|gBin__1292|sBin__1931,Rep_1931,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Megasphaeraceae,Anaeroglobus,Anaeroglobus micronuciformis,1931.0,1292.0,321,0.0225709495575221,5868,4295,1712
fBin__321|gBin__1293|sBin__1932,Rep_1932,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Megasphaeraceae,Anaeroglobus,Anaeroglobus massiliensis,1932.0,1293.0,321,0.00737794,5869,4296,1712
fBin__321|gBin__1294|sBin__1933,Rep_1933,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Megasphaeraceae,Anaeroglobus,Anaeroglobus geminatus,1933.0,1294.0,321,0.0153970738888888,5870,4297,1712
fBin__321|gBin__1295|sBin__1934,Rep_1934,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Megasphaeraceae,28L,28L sp000177555,1934.0,1295.0,321,0.013331809090909,5867,4294,1712
fBin__321|gBin__1296|sBin__1935,Rep_1935,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Megasphaeraceae,Megasphaera_B,Megasphaera_B sp900549385,1935.0,1296.0,321,0.0058826699999999,5849,4285,1711
fBin__321|gBin__1297|sBin__1936,Rep_1936,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Megasphaeraceae,Megasphaera,Megasphaera stantonii,1936.0,1297.0,321,0.0298358149999999,5854,4289,1711
fBin__321|gBin__1298|sBin__1937,Rep_1937,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Megasphaeraceae,Megasphaera,Megasphaera sp001546855,1937.0,1298.0,321,0.005455335,5855,4290,1711
fBin__321|gBin__1298|sBin__1938,Rep_1938,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Megasphaeraceae,Megasphaera,Megasphaera sp002319965,1938.0,1298.0,321,0.0175046114285714,5856,4290,1711
fBin__321|gBin__1298|sBin__1939,Rep_1939,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Megasphaeraceae,Megasphaera,Megasphaera massiliensis,1939.0,1298.0,321,0.02218993,5857,4290,1711
fBin__321|gBin__1299|sBin__1940,Rep_1940,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Megasphaeraceae,Megasphaera,Megasphaera sp900548635,1940.0,1299.0,321,0.017205118,5863,4291,1711
fBin__321|gBin__1299|sBin__1941,Rep_1941,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Megasphaeraceae,Megasphaera,Megasphaera sp000417505,1941.0,1299.0,321,0.0208525611790393,5858,4291,1711
fBin__321|gBin__1299|sBin__1942,Rep_1942,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Megasphaeraceae,Megasphaera,unknown,1942.0,1299.0,321,0.0,5859,4291,1711
fBin__321|gBin__1299|sBin__1943,Rep_1943,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Megasphaeraceae,Megasphaera,unknown,1943.0,1299.0,321,0.0,5860,4291,1711
fBin__321|gBin__1299|sBin__1944,Rep_1944,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Megasphaeraceae,Megasphaera,unknown,1944.0,1299.0,321,0.00784709,5861,4291,1711
fBin__321|gBin__1299|sBin__1945,Rep_1945,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Megasphaeraceae,Megasphaera,Megasphaera elsdenii,1945.0,1299.0,321,0.0229261101234567,5862,4291,1711
fBin__321|gBin__1300|sBin__1946,Rep_1946,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Megasphaeraceae,Megasphaera_B,Megasphaera_B sp900538925,1946.0,1300.0,321,0.0153982499999999,5851,4287,1711
fBin__321|gBin__1301|sBin__1947,Rep_1947,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Megasphaeraceae,Megasphaera_B,Megasphaera_B hexanoica,1947.0,1301.0,321,0.0190167444444444,5852,4288,1711
fBin__321|gBin__1301|sBin__1948,Rep_1948,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Megasphaeraceae,Megasphaera_B,Megasphaera_B sp003467125,1948.0,1301.0,321,0.0236815544,5853,4288,1711
fBin__321|gBin__1302|sBin__1949,Rep_1949,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Megasphaeraceae,Megasphaera,Megasphaera sp900540735,1949.0,1302.0,321,0.0,5865,4292,1711
fBin__321|gBin__1303|sBin__1950,Rep_1950,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Megasphaeraceae,Anaeroglobus,Anaeroglobus sp900240295,1950.0,1303.0,321,0.00672625,5848,4284,1711
fBin__321|gBin__1304|sBin__1951,Rep_1951,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Megasphaeraceae,Megasphaera,Megasphaera cerevisiae,1951.0,1304.0,321,0.0178127666666666,5846,4282,1711
fBin__322|gBin__1305|sBin__1952,Rep_1952,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Megasphaeraceae,UMGS915,UMGS915 sp900546795,1952.0,1305.0,322,0.0,5871,4298,1713
fBin__323|gBin__1306|sBin__1953,Rep_1953,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,UBA1191,UBA1191 sp900549125,1953.0,1306.0,323,0.0237604089285714,3957,2975,1215
fBin__323|gBin__1307|sBin__1954,Rep_1954,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,UBA1191,UBA1191 sp900066305,1954.0,1307.0,323,0.0,3958,2976,1215
fBin__323|gBin__1308|sBin__1955,Rep_1955,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,UBA1191,unknown,1955.0,1308.0,323,0.0,3959,2977,1215
fBin__324|gBin__1309|sBin__1956,Rep_1956,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,UBA1191,UBA1191 sp900545775,1956.0,1309.0,324,0.0023515,3961,2979,1216
fBin__324|gBin__1310|sBin__1957,Rep_1957,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,UBA1191,UBA1191 sp900543485,1957.0,1310.0,324,0.0,3962,2980,1216
fBin__324|gBin__1311|sBin__1958,Rep_1958,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,UBA1191,unknown,1958.0,1311.0,324,0.0,3963,2981,1216
fBin__325|gBin__1312|sBin__1959,Rep_1959,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,unknown,unknown,1959.0,1312.0,325,0.010444285,3964,2982,1217
fBin__326|gBin__1313|sBin__1960,Rep_1960,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,unknown,unknown,1960.0,1313.0,326,0.0,3965,2983,1218
fBin__327|gBin__1314|sBin__1961,Rep_1961,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,unknown,unknown,1961.0,1314.0,327,0.0,3954,2972,1213
fBin__328|gBin__1315|sBin__1962,Rep_1962,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,Mogibacterium,Mogibacterium sp002299625,1962.0,1315.0,328,0.028707352173913,3926,2949,1195
fBin__328|gBin__1315|sBin__1963,Rep_1963,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,Mogibacterium,unknown,1963.0,1315.0,328,0.0221475,3925,2949,1195
fBin__329|gBin__1316|sBin__1964,Rep_1964,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,Mogibacterium,Mogibacterium timonense,1964.0,1316.0,329,0.0,3929,2951,1196
fBin__329|gBin__1316|sBin__1965,Rep_1965,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,Mogibacterium,Mogibacterium timonense,1965.0,1316.0,329,0.0,3930,2951,1196
fBin__329|gBin__1317|sBin__1966,Rep_1966,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,Mogibacterium,Mogibacterium sp900315625,1966.0,1317.0,329,0.0217450666666666,3928,2950,1196
fBin__330|gBin__1318|sBin__1967,Rep_1967,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,Eubacterium_T,unknown,1967.0,1318.0,330,0.0,3968,2986,1219
fBin__331|gBin__1319|sBin__1968,Rep_1968,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,S5-A14a,S5-A14a sp000758905,1968.0,1319.0,331,0.01895875,3977,2993,1225
fBin__331|gBin__1319|sBin__1969,Rep_1969,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,S5-A14a,S5-A14a sp900553025,1969.0,1319.0,331,0.0260536222222222,3978,2993,1225
fBin__331|gBin__1319|sBin__1970,Rep_1970,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,S5-A14a,unknown,1970.0,1319.0,331,0.01941285,3979,2993,1225
fBin__331|gBin__1320|sBin__1971,Rep_1971,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,Mogibacterium,Mogibacterium massiliense,1971.0,1320.0,331,0.01269735,3980,2994,1225
fBin__331|gBin__1321|sBin__1972,Rep_1972,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,Mogibacterium,unknown,1972.0,1321.0,331,0.0259586333333333,3981,2995,1225
fBin__331|gBin__1321|sBin__1973,Rep_1973,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,Mogibacterium,unknown,1973.0,1321.0,331,0.0364818333333333,3981,2995,1225
fBin__332|gBin__1322|sBin__1974,Rep_1974,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,QAKD01,unknown,1974.0,1322.0,332,0.0092452,3951,2969,1211
fBin__332|gBin__1323|sBin__1975,Rep_1975,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,QAKD01,QAKD01 sp003343965,1975.0,1323.0,332,0.0167792571428571,3952,2970,1211
fBin__333|gBin__1324|sBin__1976,Rep_1976,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,Eubacterium_M,Eubacterium_M sp900540015,1976.0,1324.0,333,0.0251662166666666,3937,2955,1199
fBin__334|gBin__1325|sBin__1977,Rep_1977,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,UMGS973,UMGS973 sp900547295,1977.0,1325.0,334,0.0209553038461538,3940,2958,1201
fBin__335|gBin__1326|sBin__1978,Rep_1978,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,UMGS1815,unknown,1978.0,1326.0,335,0.0,3941,2959,1202
fBin__336|gBin__1327|sBin__1979,Rep_1979,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,Emergencia,unknown,1979.0,1327.0,336,0.0051317,3969,2987,1220
fBin__336|gBin__1328|sBin__1980,Rep_1980,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,Emergencia,Emergencia timonensis,1980.0,1328.0,336,0.003975755,3970,2988,1220
fBin__336|gBin__1328|sBin__1981,Rep_1981,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,Emergencia,Emergencia sp900551775,1981.0,1328.0,336,0.0,3971,2988,1220
fBin__336|gBin__1328|sBin__1982,Rep_1982,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,Emergencia,Emergencia sp900066695,1982.0,1328.0,336,0.0,3972,2988,1220
fBin__337|gBin__1329|sBin__1983,Rep_1983,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,CAG-238,CAG-238 sp900542245,1983.0,1329.0,337,0.0286129107142857,3988,2998,1226
fBin__337|gBin__1329|sBin__1984,Rep_1984,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,CAG-238,CAG-238 sp900551415,1984.0,1329.0,337,0.0291643641509433,3989,2998,1226
fBin__337|gBin__1330|sBin__1985,Rep_1985,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,CAG-238,unknown,1985.0,1330.0,337,0.0,3984,2996,1226
fBin__337|gBin__1330|sBin__1986,Rep_1986,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,CAG-238,CAG-238 sp000435615,1986.0,1330.0,337,0.0242925461538461,3983,2996,1226
fBin__337|gBin__1330|sBin__1987,Rep_1987,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,CAG-238,unknown,1987.0,1330.0,337,0.0,3985,2996,1226
fBin__337|gBin__1330|sBin__1988,Rep_1988,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,CAG-238,unknown,1988.0,1330.0,337,0.0,3986,2996,1226
